Student_ID,DOA,DOB,Department_Choices,Department_Admission
SID20145547,1/7/2014,8/8/1996,IDEPT4938,IDEPT4938
SID20145553,1/7/2014,31/10/1996,IDEPT3062,IDEPT3062
SID20145567,1/7/2014,21/5/1997,IDEPT1825,IDEPT1825
SID20145581,1/7/2014,19/6/1997,IDEPT4055,IDEPT4055
SID20145582,1/7/2014,16/3/1997,IDEPT3062,IDEPT3062
SID20145597,1/7/2014,15/6/1997,IDEPT3778,IDEPT3778
SID20145599,1/7/2014,21/10/1996,IDEPT1423,IDEPT1423
SID20145606,1/7/2014,18/11/1996,IDEPT1677,IDEPT1677
SID20145613,1/7/2014,14/4/1997,IDEPT7005,IDEPT7005
SID20145635,1/7/2014,24/7/1996,IDEPT4670,IDEPT4670
SID20145652,1/7/2014,29/5/1997,IDEPT3868,IDEPT3868
SID20145670,1/7/2014,7/5/1997,IDEPT3062,IDEPT3062
SID20145670,1/7/2014,7/5/1997,IDEPT8598,IDEPT3062
SID20145672,1/7/2014,26/9/1996,IDEPT1537,IDEPT1537
SID20145681,1/7/2014,24/6/1997,IDEPT8379,IDEPT8379
SID20145691,1/7/2014,18/8/1996,IDEPT5881,IDEPT5881
SID20145708,1/7/2014,5/1/1997,IDEPT5127,IDEPT5127
SID20145711,1/7/2014,25/5/1997,IDEPT1388,IDEPT1388
SID20145713,1/7/2014,25/8/1996,IDEPT3778,IDEPT3778
SID20145723,1/7/2014,9/6/1997,IDEPT2601,IDEPT2601
SID20145746,1/7/2014,25/8/1996,IDEPT1096,IDEPT1096
SID20145769,1/7/2014,4/2/1997,IDEPT2054,IDEPT2054
SID20145772,1/7/2014,7/5/1997,IDEPT4132,IDEPT4132
SID20145773,1/7/2014,9/1/1997,IDEPT1825,IDEPT1825
SID20145780,1/7/2014,25/11/1996,IDEPT2357,IDEPT2357
SID20145798,1/7/2014,9/8/1996,IDEPT4055,IDEPT4055
SID20145831,1/7/2014,16/1/1997,IDEPT3062,IDEPT3062
SID20145835,1/7/2014,19/9/1996,IDEPT1096,IDEPT1096
SID20145847,1/7/2014,22/2/1997,IDEPT7005,IDEPT7005
SID20145851,1/7/2014,11/10/1996,IDEPT5881,IDEPT5881
SID20145852,1/7/2014,2/7/1997,IDEPT8825,IDEPT8825
SID20145853,1/7/2014,6/3/1997,IDEPT3115,IDEPT3115
SID20145874,1/7/2014,4/1/1997,IDEPT3115,IDEPT3115
SID20145874,1/7/2014,4/1/1997,IDEPT5881,IDEPT3115
SID20145894,1/7/2014,29/11/1996,IDEPT8598,IDEPT8598
SID20145900,1/7/2014,16/12/1996,IDEPT3868,IDEPT3868
SID20145903,1/7/2014,20/2/1997,IDEPT8598,IDEPT8598
SID20145917,1/7/2014,27/4/1997,IDEPT1677,IDEPT1677
SID20145919,1/7/2014,30/8/1996,IDEPT5881,IDEPT5881
SID20145922,1/7/2014,9/1/1997,IDEPT2601,IDEPT2601
SID20145927,1/7/2014,13/5/1997,IDEPT1533,IDEPT1533
SID20145930,1/7/2014,14/12/1996,IDEPT1378,IDEPT1378
SID20145949,1/7/2014,29/6/1997,IDEPT6347,IDEPT6347
SID20145982,1/7/2014,12/3/1997,IDEPT1615,IDEPT1615
SID20146032,1/7/2014,4/10/1996,IDEPT8473,IDEPT8473
SID20146037,1/7/2014,5/8/1996,IDEPT3778,IDEPT3778
SID20146046,1/7/2014,8/6/1997,IDEPT1388,IDEPT1388
SID20146071,1/7/2014,11/11/1996,IDEPT1367,IDEPT1367
SID20146083,1/7/2014,21/5/1997,IDEPT8379,IDEPT8379
SID20146091,1/7/2014,19/2/1997,IDEPT1836,IDEPT1836
SID20146094,1/7/2014,29/4/1997,IDEPT4132,IDEPT4132
SID20146197,1/7/2014,23/4/1997,IDEPT2425,IDEPT2425
SID20146207,1/7/2014,26/4/1997,IDEPT7626,IDEPT7626
SID20146232,1/7/2014,17/12/1996,IDEPT3778,IDEPT3778
SID20146245,1/7/2014,11/7/1996,IDEPT2357,IDEPT2357
SID20146265,1/7/2014,24/8/1996,IDEPT3115,IDEPT3115
SID20146300,1/7/2014,6/4/1997,IDEPT1096,IDEPT1096
SID20146319,1/7/2014,30/10/1996,IDEPT4938,IDEPT4938
SID20146340,1/7/2014,19/8/1996,IDEPT5109,IDEPT5109
SID20146342,1/7/2014,2/4/1997,IDEPT5564,IDEPT5564
SID20146358,1/7/2014,18/1/1997,IDEPT4308,IDEPT4308
SID20146359,1/7/2014,3/1/1997,IDEPT3062,IDEPT3062
SID20146359,1/7/2014,3/1/1997,IDEPT1533,IDEPT3062
SID20146395,1/7/2014,5/2/1997,IDEPT1388,IDEPT1388
SID20146413,1/7/2014,26/9/1996,IDEPT1537,IDEPT1537
SID20146424,1/7/2014,6/11/1996,IDEPT7783,IDEPT7783
SID20146425,1/7/2014,16/1/1997,IDEPT1367,IDEPT1367
SID20146427,1/7/2014,28/4/1997,IDEPT7005,IDEPT7005
SID20146458,1/7/2014,28/12/1996,IDEPT4132,IDEPT4132
SID20146465,1/7/2014,21/2/1997,IDEPT1142,IDEPT1142
SID20146477,1/7/2014,17/6/1997,IDEPT7005,IDEPT7005
SID20146478,1/7/2014,14/8/1996,IDEPT4055,IDEPT4055
SID20146492,1/7/2014,24/6/1997,IDEPT8379,IDEPT8379
SID20146496,1/7/2014,25/6/1997,IDEPT5564,IDEPT5564
SID20146500,1/7/2014,3/12/1996,IDEPT1388,IDEPT1388
SID20146509,1/7/2014,1/7/1997,IDEPT8379,IDEPT8379
SID20146518,1/7/2014,19/7/1996,IDEPT3868,IDEPT3868
SID20146524,1/7/2014,31/7/1996,IDEPT8379,IDEPT8379
SID20146534,1/7/2014,3/4/1997,IDEPT1096,IDEPT1096
SID20146538,1/7/2014,29/6/1997,IDEPT5881,IDEPT5881
SID20146539,1/7/2014,6/1/1997,IDEPT1537,IDEPT1537
SID20146577,1/7/2014,23/12/1996,IDEPT5408,IDEPT5408
SID20146579,1/7/2014,22/4/1997,IDEPT1533,IDEPT1533
SID20146581,1/7/2014,17/6/1997,IDEPT3115,IDEPT3115
SID20146644,1/7/2014,6/1/1997,IDEPT2601,IDEPT2601
SID20146645,1/7/2014,12/1/1997,IDEPT5881,IDEPT5881
SID20146658,1/7/2014,28/9/1996,IDEPT1825,IDEPT1825
SID20146665,1/7/2014,21/5/1997,IDEPT2054,IDEPT2054
SID20146665,1/7/2014,21/5/1997,IDEPT5881,IDEPT2054
SID20146672,1/7/2014,13/4/1997,IDEPT1825,IDEPT1825
SID20146693,1/7/2014,25/6/1997,IDEPT4132,IDEPT4132
SID20146712,1/7/2014,25/7/1996,IDEPT1533,IDEPT1533
SID20146743,1/7/2014,20/12/1996,IDEPT1423,IDEPT1423
SID20146748,1/7/2014,30/11/1996,IDEPT8825,IDEPT8825
SID20146783,1/7/2014,29/11/1996,IDEPT8598,IDEPT8598
SID20146790,1/7/2014,25/4/1997,IDEPT3778,IDEPT3778
SID20146800,1/7/2014,19/1/1997,IDEPT1096,IDEPT1096
SID20146817,1/7/2014,4/7/1997,IDEPT5408,IDEPT5408
SID20146826,1/7/2014,23/3/1997,IDEPT4308,IDEPT4308
SID20146835,1/7/2014,1/4/1997,IDEPT1537,IDEPT1537
SID20146860,1/7/2014,8/10/1996,IDEPT4938,IDEPT4938
SID20146875,1/7/2014,29/3/1997,IDEPT1836,IDEPT1836
SID20146891,1/7/2014,15/10/1996,IDEPT1836,IDEPT1836
SID20146895,1/7/2014,28/5/1997,IDEPT1096,IDEPT1096
SID20146935,1/7/2014,5/8/1996,IDEPT1142,IDEPT1142
SID20146939,1/7/2014,9/6/1997,IDEPT7626,IDEPT7626
SID20146944,1/7/2014,27/8/1996,IDEPT2054,IDEPT2054
SID20146962,1/7/2014,3/9/1996,IDEPT1367,IDEPT1367
SID20146971,1/7/2014,29/7/1996,IDEPT1367,IDEPT1367
SID20146985,1/7/2014,1/10/1996,IDEPT3115,IDEPT3115
SID20146985,1/7/2014,1/10/1996,IDEPT1367,IDEPT3115
SID20147007,1/7/2014,3/6/1997,IDEPT1836,IDEPT1836
SID20147055,1/7/2014,15/12/1996,IDEPT7783,IDEPT7783
SID20147058,1/7/2014,11/8/1996,IDEPT1537,IDEPT1537
SID20147063,1/7/2014,8/12/1996,IDEPT3062,IDEPT3062
SID20147101,1/7/2014,31/10/1996,IDEPT5881,IDEPT5881
SID20147103,1/7/2014,20/1/1997,IDEPT2425,IDEPT2425
SID20147129,1/7/2014,7/6/1997,IDEPT3115,IDEPT3115
SID20147160,1/7/2014,11/2/1997,IDEPT1388,IDEPT1388
SID20147161,1/7/2014,30/8/1996,IDEPT4308,IDEPT4308
SID20147162,1/7/2014,7/6/1997,IDEPT1096,IDEPT1096
SID20147171,1/7/2014,8/9/1996,IDEPT3115,IDEPT3115
SID20147176,1/7/2014,10/10/1996,IDEPT1825,IDEPT1825
SID20147200,1/7/2014,11/10/1996,IDEPT5127,IDEPT5127
SID20147221,1/7/2014,12/1/1997,IDEPT4055,IDEPT4055
SID20147222,1/7/2014,2/10/1996,IDEPT1096,IDEPT1096
SID20147247,1/7/2014,14/1/1997,IDEPT3115,IDEPT3115
SID20147259,1/7/2014,28/3/1997,IDEPT1836,IDEPT1836
SID20147265,1/7/2014,11/12/1996,IDEPT7783,IDEPT7783
SID20147273,1/7/2014,15/1/1997,IDEPT3062,IDEPT3062
SID20147277,1/7/2014,23/1/1997,IDEPT6347,IDEPT6347
SID20147292,1/7/2014,2/4/1997,IDEPT2425,IDEPT2425
SID20147327,1/7/2014,19/6/1997,IDEPT4308,IDEPT4308
SID20147339,1/7/2014,4/7/1997,IDEPT3778,IDEPT3778
SID20147406,1/7/2014,14/10/1996,IDEPT1533,IDEPT1533
SID20147407,1/7/2014,3/5/1997,IDEPT4132,IDEPT4132
SID20147408,1/7/2014,2/5/1997,IDEPT1537,IDEPT1537
SID20147417,1/7/2014,19/8/1996,IDEPT1836,IDEPT1836
SID20147463,1/7/2014,9/1/1997,IDEPT1367,IDEPT1367
SID20147483,1/7/2014,16/1/1997,IDEPT8598,IDEPT8598
SID20147487,1/7/2014,7/12/1996,IDEPT5127,IDEPT5127
SID20147491,1/7/2014,25/7/1996,IDEPT8313,IDEPT8313
SID20147499,1/7/2014,13/11/1996,IDEPT5564,IDEPT5564
SID20147520,1/7/2014,10/9/1996,IDEPT8598,IDEPT8598
SID20147521,1/7/2014,8/8/1996,IDEPT1367,IDEPT1367
SID20147523,1/7/2014,21/5/1997,IDEPT1537,IDEPT1537
SID20147523,1/7/2014,21/5/1997,IDEPT6347,IDEPT1537
SID20147559,1/7/2014,2/6/1997,IDEPT2425,IDEPT2425
SID20147569,1/7/2014,12/9/1996,IDEPT1836,IDEPT1836
SID20147589,1/7/2014,5/1/1997,IDEPT3868,IDEPT3868
SID20147592,1/7/2014,1/2/1997,IDEPT5109,IDEPT5109
SID20147597,1/7/2014,8/2/1997,IDEPT4670,IDEPT4670
SID20147629,1/7/2014,10/12/1996,IDEPT4132,IDEPT4132
SID20147631,1/7/2014,7/8/1996,IDEPT5408,IDEPT5408
SID20147638,1/7/2014,15/7/1996,IDEPT4308,IDEPT4308
SID20147641,1/7/2014,1/8/1996,IDEPT7783,IDEPT7783
SID20147646,1/7/2014,3/7/1997,IDEPT4055,IDEPT4055
SID20147670,1/7/2014,4/7/1997,IDEPT3115,IDEPT3115
SID20147718,1/7/2014,3/6/1997,IDEPT5127,IDEPT5127
SID20147719,1/7/2014,26/5/1997,IDEPT5127,IDEPT5127
SID20147720,1/7/2014,4/3/1997,IDEPT8825,IDEPT8825
SID20147727,1/7/2014,11/12/1996,IDEPT2054,IDEPT2054
SID20147759,1/7/2014,16/9/1996,IDEPT8313,IDEPT8313
SID20147762,1/7/2014,2/10/1996,IDEPT1096,IDEPT1096
SID20147769,1/7/2014,19/8/1996,IDEPT6347,IDEPT6347
SID20147769,1/7/2014,19/8/1996,IDEPT4670,IDEPT6347
SID20147770,1/7/2014,10/12/1996,IDEPT4308,IDEPT4308
SID20147787,1/7/2014,22/8/1996,IDEPT4670,IDEPT4670
SID20147791,1/7/2014,20/1/1997,IDEPT7783,IDEPT7783
SID20147792,1/7/2014,8/4/1997,IDEPT1388,IDEPT1388
SID20147803,1/7/2014,27/6/1997,IDEPT7005,IDEPT7005
SID20147806,1/7/2014,13/2/1997,IDEPT4055,IDEPT4055
SID20147806,1/7/2014,13/2/1997,IDEPT3778,IDEPT4055
SID20147809,1/7/2014,10/3/1997,IDEPT2425,IDEPT2425
SID20147838,1/7/2014,23/12/1996,IDEPT4308,IDEPT4308
SID20147845,1/7/2014,23/6/1997,IDEPT5881,IDEPT5881
SID20147898,1/7/2014,20/6/1997,IDEPT1388,IDEPT1388
SID20147911,1/7/2014,7/1/1997,IDEPT8379,IDEPT8379
SID20147914,1/7/2014,7/6/1997,IDEPT5109,IDEPT5109
SID20147924,1/7/2014,12/3/1997,IDEPT1096,IDEPT1096
SID20147931,1/7/2014,24/3/1997,IDEPT7005,IDEPT7005
SID20147936,1/7/2014,12/10/1996,IDEPT1533,IDEPT1533
SID20147936,1/7/2014,12/10/1996,IDEPT1388,IDEPT1533
SID20147961,1/7/2014,4/7/1997,IDEPT7626,IDEPT7626
SID20147963,1/7/2014,20/10/1996,IDEPT2425,IDEPT2425
SID20147981,1/7/2014,22/6/1997,IDEPT1378,IDEPT1378
SID20148031,1/7/2014,27/12/1996,IDEPT1423,IDEPT1423
SID20148072,1/7/2014,24/9/1996,IDEPT8598,IDEPT8598
SID20148076,1/7/2014,29/4/1997,IDEPT5408,IDEPT5408
SID20148088,1/7/2014,23/2/1997,IDEPT8379,IDEPT8379
SID20148149,1/7/2014,9/4/1997,IDEPT8379,IDEPT8379
SID20148150,1/7/2014,13/7/1996,IDEPT3062,IDEPT3062
SID20148159,1/7/2014,22/2/1997,IDEPT4938,IDEPT4938
SID20148166,1/7/2014,21/2/1997,IDEPT4132,IDEPT4132
SID20148169,1/7/2014,25/6/1997,IDEPT1423,IDEPT1423
SID20148176,1/7/2014,2/10/1996,IDEPT1677,IDEPT1677
SID20148178,1/7/2014,20/9/1996,IDEPT3778,IDEPT3778
SID20148193,1/7/2014,21/8/1996,IDEPT5528,IDEPT5528
SID20148196,1/7/2014,21/3/1997,IDEPT4938,IDEPT4938
SID20148196,1/7/2014,21/3/1997,IDEPT1423,IDEPT4938
SID20148226,1/7/2014,23/2/1997,IDEPT8313,IDEPT8313
SID20148274,1/7/2014,4/6/1997,IDEPT4938,IDEPT4938
SID20148281,1/7/2014,15/12/1996,IDEPT3062,IDEPT3062
SID20148293,1/7/2014,2/5/1997,IDEPT3868,IDEPT3868
SID20148300,1/7/2014,21/11/1996,IDEPT1537,IDEPT1537
SID20148305,1/7/2014,20/2/1997,IDEPT4132,IDEPT4132
SID20148321,1/7/2014,10/10/1996,IDEPT3062,IDEPT3062
SID20148324,1/7/2014,14/10/1996,IDEPT4308,IDEPT4308
SID20148325,1/7/2014,27/2/1997,IDEPT1423,IDEPT1423
SID20148334,1/7/2014,23/5/1997,IDEPT3778,IDEPT3778
SID20148337,1/7/2014,2/5/1997,IDEPT1378,IDEPT1378
SID20148348,1/7/2014,17/3/1997,IDEPT2601,IDEPT2601
SID20148351,1/7/2014,12/6/1997,IDEPT8313,IDEPT8313
SID20148356,1/7/2014,18/12/1996,IDEPT5408,IDEPT5408
SID20148359,1/7/2014,23/2/1997,IDEPT1537,IDEPT1537
SID20148362,1/7/2014,16/1/1997,IDEPT1423,IDEPT1423
SID20148365,1/7/2014,5/6/1997,IDEPT2357,IDEPT2357
SID20148396,1/7/2014,12/5/1997,IDEPT2357,IDEPT2357
SID20148424,1/7/2014,12/5/1997,IDEPT2425,IDEPT2425
SID20148458,1/7/2014,3/7/1997,IDEPT8825,IDEPT8825
SID20148478,1/7/2014,9/7/1996,IDEPT8313,IDEPT8313
SID20148481,1/7/2014,23/5/1997,IDEPT8825,IDEPT8825
SID20148500,1/7/2014,11/1/1997,IDEPT4670,IDEPT4670
SID20148516,1/7/2014,15/9/1996,IDEPT3062,IDEPT3062
SID20148518,1/7/2014,9/6/1997,IDEPT3115,IDEPT3115
SID20148520,1/7/2014,27/8/1996,IDEPT1537,IDEPT1537
SID20148523,1/7/2014,10/12/1996,IDEPT5528,IDEPT5528
SID20148525,1/7/2014,15/4/1997,IDEPT6347,IDEPT6347
SID20148534,1/7/2014,30/3/1997,IDEPT4938,IDEPT4938
SID20148547,1/7/2014,25/12/1996,IDEPT1378,IDEPT1378
SID20148548,1/7/2014,25/8/1996,IDEPT3062,IDEPT3062
SID20148562,1/7/2014,23/7/1996,IDEPT2054,IDEPT2054
SID20148575,1/7/2014,22/7/1996,IDEPT8313,IDEPT8313
SID20148578,1/7/2014,21/5/1997,IDEPT1677,IDEPT1677
SID20148583,1/7/2014,18/5/1997,IDEPT1537,IDEPT1537
SID20148587,1/7/2014,11/6/1997,IDEPT4670,IDEPT4670
SID20148611,1/7/2014,27/7/1996,IDEPT4670,IDEPT4670
SID20148611,1/7/2014,27/7/1996,IDEPT5881,IDEPT4670
SID20148623,1/7/2014,30/3/1997,IDEPT5408,IDEPT5408
SID20148646,1/7/2014,28/7/1996,IDEPT1142,IDEPT1142
SID20148648,1/7/2014,20/2/1997,IDEPT5408,IDEPT5408
SID20148655,1/7/2014,8/7/1996,IDEPT1423,IDEPT1423
SID20148671,1/7/2014,12/10/1996,IDEPT1537,IDEPT1537
SID20148684,1/7/2014,29/3/1997,IDEPT1537,IDEPT1537
SID20148721,1/7/2014,4/9/1996,IDEPT8473,IDEPT8473
SID20148725,1/7/2014,21/8/1996,IDEPT4055,IDEPT4055
SID20148725,1/7/2014,21/8/1996,IDEPT1615,IDEPT4055
SID20148761,1/7/2014,5/1/1997,IDEPT1423,IDEPT1423
SID20148765,1/7/2014,22/1/1997,IDEPT5528,IDEPT5528
SID20148774,1/7/2014,2/1/1997,IDEPT2054,IDEPT2054
SID20148804,1/7/2014,19/9/1996,IDEPT1423,IDEPT1423
SID20148841,1/7/2014,28/4/1997,IDEPT3868,IDEPT3868
SID20148893,1/7/2014,22/3/1997,IDEPT5408,IDEPT5408
SID20148913,1/7/2014,17/11/1996,IDEPT1096,IDEPT1096
SID20148917,1/7/2014,12/6/1997,IDEPT4132,IDEPT4132
SID20148957,1/7/2014,5/10/1996,IDEPT1537,IDEPT1537
SID20148959,1/7/2014,18/3/1997,IDEPT7005,IDEPT7005
SID20148980,1/7/2014,4/5/1997,IDEPT4938,IDEPT4938
SID20148985,1/7/2014,25/5/1997,IDEPT1825,IDEPT1825
SID20148994,1/7/2014,10/4/1997,IDEPT5127,IDEPT5127
SID20149001,1/7/2014,6/12/1996,IDEPT5881,IDEPT5881
SID20149017,1/7/2014,28/10/1996,IDEPT4938,IDEPT4938
SID20149029,1/7/2014,18/5/1997,IDEPT4670,IDEPT4670
SID20149047,1/7/2014,26/1/1997,IDEPT3115,IDEPT3115
SID20149056,1/7/2014,12/11/1996,IDEPT8379,IDEPT8379
SID20149060,1/7/2014,15/8/1996,IDEPT8473,IDEPT8473
SID20149062,1/7/2014,4/5/1997,IDEPT7005,IDEPT7005
SID20149070,1/7/2014,19/4/1997,IDEPT1378,IDEPT1378
SID20149078,1/7/2014,27/5/1997,IDEPT7005,IDEPT7005
SID20149093,1/7/2014,26/5/1997,IDEPT4055,IDEPT4055
SID20149123,1/7/2014,30/5/1997,IDEPT2054,IDEPT2054
SID20149131,1/7/2014,22/3/1997,IDEPT3868,IDEPT3868
SID20149136,1/7/2014,8/7/1996,IDEPT2425,IDEPT2425
SID20149144,1/7/2014,2/3/1997,IDEPT1537,IDEPT1537
SID20149152,1/7/2014,26/11/1996,IDEPT5881,IDEPT5881
SID20149201,1/7/2014,9/4/1997,IDEPT5109,IDEPT5109
SID20149241,1/7/2014,11/5/1997,IDEPT4938,IDEPT4938
SID20149252,1/7/2014,17/2/1997,IDEPT1423,IDEPT1423
SID20149256,1/7/2014,10/5/1997,IDEPT2425,IDEPT2425
SID20149261,1/7/2014,24/5/1997,IDEPT7005,IDEPT7005
SID20149269,1/7/2014,4/3/1997,IDEPT4308,IDEPT4308
SID20149271,1/7/2014,21/3/1997,IDEPT1096,IDEPT1096
SID20149273,1/7/2014,31/1/1997,IDEPT2601,IDEPT2601
SID20149293,1/7/2014,15/5/1997,IDEPT8379,IDEPT8379
SID20149293,1/7/2014,15/5/1997,IDEPT1677,IDEPT8379
SID20149312,1/7/2014,23/12/1996,IDEPT3115,IDEPT3115
SID20149333,1/7/2014,1/1/1997,IDEPT1378,IDEPT1378
SID20149358,1/7/2014,1/12/1996,IDEPT5528,IDEPT5528
SID20149378,1/7/2014,12/7/1996,IDEPT5408,IDEPT5408
SID20149387,1/7/2014,21/1/1997,IDEPT1533,IDEPT1533
SID20149390,1/7/2014,5/3/1997,IDEPT4938,IDEPT4938
SID20149391,1/7/2014,5/1/1997,IDEPT4938,IDEPT4938
SID20149395,1/7/2014,14/5/1997,IDEPT1096,IDEPT1096
SID20149419,1/7/2014,30/9/1996,IDEPT1537,IDEPT1537
SID20149429,1/7/2014,2/5/1997,IDEPT4308,IDEPT4308
SID20149442,1/7/2014,13/8/1996,IDEPT5528,IDEPT5528
SID20149456,1/7/2014,21/7/1996,IDEPT1142,IDEPT1142
SID20149465,1/7/2014,30/9/1996,IDEPT1677,IDEPT1677
SID20149468,1/7/2014,9/10/1996,IDEPT3115,IDEPT3115
SID20149469,1/7/2014,9/5/1997,IDEPT2357,IDEPT2357
SID20149473,1/7/2014,24/9/1996,IDEPT5127,IDEPT5127
SID20149500,1/7/2014,28/9/1996,IDEPT4308,IDEPT4308
SID20149500,1/7/2014,28/9/1996,IDEPT2357,IDEPT4308
SID20149518,1/7/2014,7/12/1996,IDEPT5881,IDEPT5881
SID20149542,1/7/2014,6/2/1997,IDEPT1825,IDEPT1825
SID20149584,1/7/2014,23/6/1997,IDEPT3115,IDEPT3115
SID20149584,1/7/2014,23/6/1997,IDEPT1142,IDEPT3115
SID20149602,1/7/2014,30/10/1996,IDEPT1825,IDEPT1825
SID20149616,1/7/2014,4/12/1996,IDEPT1367,IDEPT1367
SID20149625,1/7/2014,7/10/1996,IDEPT5564,IDEPT5564
SID20149641,1/7/2014,2/2/1997,IDEPT1388,IDEPT1388
SID20149680,1/7/2014,29/6/1997,IDEPT1677,IDEPT1677
SID20149692,1/7/2014,30/8/1996,IDEPT5881,IDEPT5881
SID20149715,1/7/2014,19/1/1997,IDEPT7005,IDEPT7005
SID20149730,1/7/2014,25/1/1997,IDEPT1367,IDEPT1367
SID20149733,1/7/2014,1/7/1997,IDEPT1836,IDEPT1836
SID20149744,1/7/2014,14/10/1996,IDEPT8473,IDEPT8473
SID20149753,1/7/2014,18/3/1997,IDEPT3778,IDEPT3778
SID20149758,1/7/2014,4/3/1997,IDEPT1533,IDEPT1533
SID20149769,1/7/2014,4/1/1997,IDEPT3778,IDEPT3778
SID20149772,1/7/2014,17/3/1997,IDEPT7626,IDEPT7626
SID20149831,1/7/2014,24/3/1997,IDEPT2601,IDEPT2601
SID20149853,1/7/2014,23/10/1996,IDEPT7005,IDEPT7005
SID20149854,1/7/2014,2/5/1997,IDEPT3868,IDEPT3868
SID20149859,1/7/2014,8/12/1996,IDEPT5109,IDEPT5109
SID20149919,1/7/2014,25/5/1997,IDEPT6347,IDEPT6347
SID20149935,1/7/2014,5/8/1996,IDEPT4132,IDEPT4132
SID20149986,1/7/2014,24/7/1996,IDEPT1096,IDEPT1096
SID20149991,1/7/2014,11/6/1997,IDEPT5408,IDEPT5408
SID20149991,1/7/2014,11/6/1997,IDEPT4938,IDEPT5408
SID20151111,1/7/2015,25/8/1997,IDEPT4670,IDEPT4670
SID20151122,1/7/2015,13/4/1998,IDEPT2601,IDEPT2601
SID20151128,1/7/2015,10/3/1998,IDEPT1367,IDEPT1367
SID20151132,1/7/2015,7/10/1997,IDEPT2357,IDEPT2357
SID20151142,1/7/2015,14/2/1998,IDEPT1367,IDEPT1367
SID20151149,1/7/2015,4/3/1998,IDEPT7783,IDEPT7783
SID20151170,1/7/2015,26/6/1998,IDEPT3868,IDEPT3868
SID20151172,1/7/2015,22/6/1998,IDEPT1388,IDEPT1388
SID20151175,1/7/2015,7/12/1997,IDEPT5408,IDEPT5408
SID20151177,1/7/2015,24/5/1998,IDEPT4938,IDEPT4938
SID20151183,1/7/2015,3/10/1997,IDEPT1096,IDEPT1096
SID20151227,1/7/2015,22/4/1998,IDEPT1423,IDEPT1423
SID20151235,1/7/2015,10/1/1998,IDEPT1096,IDEPT1096
SID20151242,1/7/2015,13/7/1997,IDEPT3062,IDEPT3062
SID20151243,1/7/2015,1/4/1998,IDEPT5408,IDEPT5408
SID20151268,1/7/2015,14/12/1997,IDEPT1677,IDEPT1677
SID20151274,1/7/2015,24/3/1998,IDEPT4132,IDEPT4132
SID20151284,1/7/2015,2/11/1997,IDEPT1423,IDEPT1423
SID20151289,1/7/2015,23/7/1997,IDEPT1615,IDEPT1615
SID20151294,1/7/2015,26/7/1997,IDEPT3868,IDEPT3868
SID20151302,1/7/2015,7/9/1997,IDEPT1378,IDEPT1378
SID20151325,1/7/2015,2/5/1998,IDEPT4308,IDEPT4308
SID20151346,1/7/2015,11/4/1998,IDEPT1615,IDEPT1615
SID20151380,1/7/2015,12/9/1997,IDEPT3115,IDEPT3115
SID20151386,1/7/2015,20/3/1998,IDEPT8598,IDEPT8598
SID20151398,1/7/2015,6/1/1998,IDEPT3115,IDEPT3115
SID20151401,1/7/2015,1/11/1997,IDEPT2425,IDEPT2425
SID20151403,1/7/2015,12/9/1997,IDEPT8313,IDEPT8313
SID20151422,1/7/2015,12/2/1998,IDEPT1537,IDEPT1537
SID20151424,1/7/2015,18/8/1997,IDEPT1537,IDEPT1537
SID20151485,1/7/2015,17/3/1998,IDEPT1096,IDEPT1096
SID20151485,1/7/2015,17/3/1998,IDEPT5408,IDEPT1096
SID20151492,1/7/2015,10/9/1997,IDEPT8379,IDEPT8379
SID20151515,1/7/2015,6/9/1997,IDEPT3062,IDEPT3062
SID20151518,1/7/2015,25/2/1998,IDEPT5881,IDEPT5881
SID20151538,1/7/2015,28/1/1998,IDEPT1825,IDEPT1825
SID20151557,1/7/2015,28/5/1998,IDEPT3062,IDEPT3062
SID20151565,1/7/2015,16/2/1998,IDEPT4308,IDEPT4308
SID20151584,1/7/2015,3/9/1997,IDEPT1096,IDEPT1096
SID20151594,1/7/2015,28/11/1997,IDEPT7626,IDEPT7626
SID20151616,1/7/2015,22/7/1997,IDEPT5127,IDEPT5127
SID20151623,1/7/2015,26/5/1998,IDEPT1825,IDEPT1825
SID20151668,1/7/2015,19/9/1997,IDEPT4055,IDEPT4055
SID20151682,1/7/2015,1/2/1998,IDEPT8598,IDEPT8598
SID20151694,1/7/2015,3/9/1997,IDEPT1825,IDEPT1825
SID20151698,1/7/2015,6/1/1998,IDEPT5109,IDEPT5109
SID20151700,1/7/2015,3/5/1998,IDEPT1096,IDEPT1096
SID20151700,1/7/2015,3/5/1998,IDEPT7783,IDEPT1096
SID20151701,1/7/2015,16/11/1997,IDEPT2054,IDEPT2054
SID20151704,1/7/2015,10/11/1997,IDEPT8473,IDEPT8473
SID20151709,1/7/2015,17/4/1998,IDEPT5564,IDEPT5564
SID20151731,1/7/2015,30/5/1998,IDEPT4055,IDEPT4055
SID20151732,1/7/2015,27/5/1998,IDEPT8473,IDEPT8473
SID20151733,1/7/2015,3/4/1998,IDEPT2357,IDEPT2357
SID20151739,1/7/2015,28/7/1997,IDEPT2601,IDEPT2601
SID20151755,1/7/2015,4/12/1997,IDEPT6347,IDEPT6347
SID20151759,1/7/2015,28/4/1998,IDEPT2357,IDEPT2357
SID20151789,1/7/2015,21/4/1998,IDEPT2425,IDEPT2425
